original_text,encrypted_text
Bez práce nie sú koláče Slovensko je krásna krajina Život je krásny,Mpk acjnp ytp di vzwjbp Dwzgpydvz up vcjdyl vclutyl Ptgze up vcjdyj
Kde bolo tam bolo,Ohi fsps xeq fsps
Láska hory prenáša,Reyqg nuxe vxktecg
Život je krásny Bez práce nie sú koláče,Jnaty oj pwdxsd Gje uwdhj snj xc ptqdvj
Kde bolo tam bolo Láska hory prenáša,Ohi fsps xeq fsps Pcwoe lsvc tvircae
Bez práce nie sú koláče,Cfa qszdf ojf ty lpmzrf
Život je krásny Všetko najlepšie k narodeninám,Ptgze up vcjdyj Ghpevz yluwpahtp v ylczopytyjx
Dobrý deň prajem V našej záhrade rastú krásne kvety,Mxkaj mng yajsnv E wjfns ihqajmn ajbcg tahbwn tench
Príliš žlťučký kôň úpäl ďábelské ódy Bez práce nie sú koláče,Hjcdao rdsmics cjp phtd kqtwdkcy ivq Twr hjquw faw kp cgdqiw
Dobrý deň prajem,Vgtjs vwp hjsbwe
V našej záhrade rastú krásne kvety Ráno múdrejšie večera Život je krásny,B tgckp fenxgjk xgyzd qxeytk qbkze Xetu sdjxkpcok bkwkxg Kobuz pk qxeyte
V našej záhrade rastú krásne kvety Dobrý deň prajem,K cplty onwgpst gphim zgnhct zktin Sdqgp stm egpytb
Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy,Dwx uheh mtf uheh Ikdebp setnjdt dkq qiue lruxeldz jwr
Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy,Efnctx wjsunyfrn t wjaxmnwrwhv Yaturf iujdztj tag gyku bhknubtp zmh
Bez práce nie sú koláče Láska hory prenáša Dobrý deň prajem,Vyt jlswy hcy mr eifsky Fsmeu bils jlyhsqu Xivlu xyr jludyg
Príliš žlťučký kôň úpäl ďábelské ódy,Dfyzwk nzoieyo yfl ldpz gmpszgyu erm
Dobrý deň prajem,Hsfve hib tveniq
Bez práce nie sú koláče Slovensko je krásna krajina,Ady oqxbd mhd rw jnkxpd Rknudmrjn id jqxrmz jqzihmz
V našej záhrade rastú krásne kvety,Q ivrze utcmvyz mvnos fmtniz fqzot
Láska hory prenáša Dobrý deň prajem,Tgasi pwzg xzmvgei Lwjzi lmf xzirmu
Ráno múdrejšie večera Dobrý deň prajem Kde bolo tam bolo,Ubqr paguhmzlh yhthud Greud gha sudmhp Ngh eror wdp eror
V našej záhrade rastú krásne kvety Dobrý deň prajem Všetko najlepšie k narodeninám,U mzvdi yxgqzcd qzrsw jqxrmd judsx Cnaqz cdw oqzidl Uvdsjn mzikdovhd j mzqncdmhmxl
Láska hory prenáša,Ylfxn ubel ceraljn
Všetko najlepšie k narodeninám Kde bolo tam bolo Ráno múdrejšie večera,Xygvmq pclngrykg m pctqfgpkpao Mfg dqnq vco dqnq Tapq ozftglykg xgsgtc
Všetko najlepšie k narodeninám Ráno múdrejšie večera Kde bolo tam bolo,Lmujae dqzbufmyu a dqhetudydoc Hode cnthuzmyu luguhq Atu rebe jqc rebe
Slovensko je krásna krajina V našej záhrade rastú krásne kvety,Hadktchzd yt zgnhcp zgpyxcp K cplty onwgpst gphim zgnhct zktin
Dobrý deň prajem,Yjwmv yzs kmvezh
Život je krásny Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety,Fjwpu kf lsztoz Wxfulp obkmfqxjf l obspefojozn W obxfk azisbef sbtuy lsztof lwfuz
Slovensko je krásna krajina,Ngjqzinfj ez fmtniv fmvediv
Láska hory prenáša Kde bolo tam bolo V našej záhrade rastú krásne kvety,Reyqg nuxe vxktecg Qjk huru zgs huru B tgckp fenxgjk xgyzd qxeytk qbkze
Kde bolo tam bolo Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy,Buv sfcf krd sfcf Vzmfk av bipjep Gibczn qcrlhbr bio ogsc jpsvcjbx hup
Slovensko je krásna krajina Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety,Xqtajsxpt oj pwdxsf pwfonsf Abjypt sfoqjubnj p sfwtijsnsdr A sfbjo edmwfij wfxyc pwdxsj pajyd
Dobrý deň prajem Príliš žlťučký kôň úpäl ďábelské ódy Ráno múdrejšie večera,Greud gha sudmhp Sunolz codxtnd nua aseo vbehovnj tgb Ubqr paguhmzlh yhthud
Ráno múdrejšie večera V našej záhrade rastú krásne kvety,Yfuv tekylqdpl clxlyh C uhdlq gfoyhkl yhzae ryfzul rclaf
Ráno múdrejšie večera Všetko najlepšie k narodeninám,Yfuv tekylqdpl clxlyh Cdlarv uhqslwdpl r uhyvklupuft
Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo Láska hory prenáša,Gibczn qcrlhbr bio ogsc jpsvcjbx hup Buv sfcf krd sfcf Cpjbr yfip givepnr
Ráno múdrejšie večera Dobrý deň prajem,Ovkl juaobgtfb sbnbox Alyox abu moxgbj
Príliš žlťučký kôň úpäl ďábelské ódy Bez práce nie sú koláče Dobrý deň prajem,Npijgu xjysoiy ipv vnzj qwzcjqie obw Zcx npwac lgc qv imjwoc Bmzpy bcv npyhck
Láska hory prenáša Slovensko je krásna krajina Život je krásny,Uhbtj qxah yanwhfj Buxenwbtx sn tahbwj tajsrwj Nrexc sn tahbwh
V našej záhrade rastú krásne kvety,I anjrw mluenqr enfgk xelfar xirgl
Bez práce nie sú koláče,Mpk acjnp ytp di vzwjbp
V našej záhrade rastú krásne kvety Kde bolo tam bolo,N fsowb rqzjsvw jsklp cjqkfw cnwlq Cvw tgdg lse tgdg
Kde bolo tam bolo,Hab ylil qxj ylil
Dobrý deň prajem,Ufsir uvo giravd
Kde bolo tam bolo,Slm jwtw biu jwtw
Kde bolo tam bolo,Cvw tgdg lse tgdg
Kde bolo tam bolo Láska hory prenáša,Lef cpmp ubn cpmp Mztlb ipsz qsfozxb
V našej záhrade rastú krásne kvety Láska hory prenáša,P huqyd tsbluxy lumnr elsmhy epyns Fsmeu bils jlyhsqu
Kde bolo tam bolo Ráno múdrejšie večera,Uno lyvy dkw lyvy Bixy whnbotgso foaobk
Všetko najlepšie k narodeninám,Opxmdh gtcexipbx d gtkhwxgbgrf
Slovensko je krásna krajina Láska hory prenáša,Yrubktyqu pk qxeytg qxgpotg Reyqg nuxe vxktecg
Bez práce nie sú koláče V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,Gje uwdhj snj xc ptqdvj A sfbjo edmwfij wfxyc pwdxsj pajyd Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid
Kde bolo tam bolo Dobrý deň prajem,Atu rebe jqc rebe Terhq tun fhqzuc
Láska hory prenáša Dobrý deň prajem Ráno múdrejšie večera,Dqkcs zgjq hjwfqos Vgtjs vwp hjsbwe Jqfg epvjwboaw nwiwjs
Ráno múdrejšie večera Život je krásny V našej záhrade rastú krásne kvety,Qxmn lwcqdivhd udpdqz Dhuns id jqxrmx U mzvdi yxgqzcd qzrsw jqxrmd judsx
Príliš žlťučký kôň úpäl ďábelské ódy,Dfyzwk nzoieyo yfl ldpz gmpszgyu erm
Slovensko je krásna krajina,Dwzgpydvz up vcjdyl vclutyl
Bez práce nie sú koláče V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,Ady oqxbd mhd rw jnkxpd U mzvdi yxgqzcd qzrsw jqxrmd judsx Oqjkhv ykztpjz jqw woak rxadkrjf pcx
Kde bolo tam bolo Ráno múdrejšie večera,Ngh eror wdp eror Ubqr paguhmzlh yhthud
Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny,Uwpqnb eqfzvpf pwc cugq xdgjqxpl vid Jnaty oj pwdxsd
Kde bolo tam bolo,Qjk huru zgs huru
Život je krásny,Xbohm cx dkrlgr
Kde bolo tam bolo Bez práce nie sú koláče,Wpq naxa fmy naxa Nql bdkoq zuq ej waxkcq
Slovensko je krásna krajina,Mfipyhmei dy elsmhu eludchu
V našej záhrade rastú krásne kvety,I anjrw mluenqr enfgk xelfar xirgl
Bez práce nie sú koláče,Mpk acjnp ytp di vzwjbp
Život je krásny Všetko najlepšie k narodeninám,Osfyd to ubicxi Fgoduy xktvozgso u xkbynoxsxiw
Kde bolo tam bolo Všetko najlepšie k narodeninám Bez práce nie sú koláče,Ibc zmjm ryk zmjm Tucrim lyhjcnugc i lypmbclglwk Zcx npwac lgc qv imjwoc
Ráno múdrejšie večera,Nujk itznafsea ramanw
Príliš žlťučký kôň úpäl ďábelské ódy,Jlefcq tfuokeu elr rjvf msvyfmea kxs
Život je krásny,Cgtmr hc ipwqlw
V našej záhrade rastú krásne kvety Dobrý deň prajem,Q ivrze utcmvyz mvnos fmtniz fqzot Yjwmv yzs kmvezh
Slovensko je krásna krajina,Exahqzewa vq wdkezm wdmvuzm
Život je krásny Slovensko je krásna krajina Ráno múdrejšie večera,Bfslq gb hovpkv Pilsbkphl gb hovpkx hoxgfkx Ovkl juaobgtfb sbnbox
Kde bolo tam bolo,Rkl ivsv aht ivsv
Slovensko je krásna krajina,Lehoxgldh cx dkrlgt dktcbgt
Slovensko je krásna krajina Láska hory prenáša Ráno múdrejšie večera,Atwdmvasw rm szgavi szirqvi Tgasi pwzg xzmvgei Zgvw uflzmreqm dmymzi
Život je krásny,Kobuz pk qxeyte
Bez práce nie sú koláče,Qto egnrt cxt hm zdanft
Všetko najlepšie k narodeninám Život je krásny,Stbqhl kxgibmtfb h kxolabkfkvj Bfslq gb hovpkv
V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy,G ylhpu kjsclop cldei vcjdyp vgpej Acvwth kwlfbvl vci iamw djmpwdvr boj
Láska hory prenáša Slovensko je krásna krajina,Mztlb ipsz qsfozxb Tmpwfotlp kf lsztob lsbkjob
Ráno múdrejšie večera,Jqfg epvjwboaw nwiwjs
Slovensko je krásna krajina,Zsvcluzrv ql ryfzuh ryhqpuh
Bez práce nie sú koláče,Nql bdkoq zuq ej waxkcq
Život je krásny,Rvibg wr xelfal
Láska hory prenáša,Jwqiy fmpw npclwuy
Život je krásny Láska hory prenáša V našej záhrade rastú krásne kvety,Hlyrw mh nubvqb Obvnd krub suhqbzd Y qdzhm cbkudgh udvwa nubvqh nyhwb
Bez práce nie sú koláče Príliš žlťučký kôň úpäl ďábelské ódy,Ady oqxbd mhd rw jnkxpd Oqjkhv ykztpjz jqw woak rxadkrjf pcx
Bez práce nie sú koláče Ráno múdrejšie večera,Zcx npwac lgc qv imjwoc Pwlm kvbpchugc tcocpy
Všetko najlepšie k narodeninám,Uvdsjn mzikdovhd j mzqncdmhmxl
Slovensko je krásna krajina,Hadktchzd yt zgnhcp zgpyxcp
Príliš žlťučký kôň úpäl ďábelské ódy,Ikdebp setnjdt dkq qiue lruxeldz jwr
Kde bolo tam bolo Slovensko je krásna krajina Láska hory prenáša,Ohi fsps xeq fsps Wpszirwos ni ovcwre ovenmre Pcwoe lsvc tvircae
Láska hory prenáša,Wjdvl szcj acpyjhl
V našej záhrade rastú krásne kvety Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy,U mzvdi yxgqzcd qzrsw jqxrmd judsx Kxrjz gnqx oqdmxvz Oqjkhv ykztpjz jqw woak rxadkrjf pcx
V našej záhrade rastú krásne kvety Láska hory prenáša,L dqmuz poxhqtu hqijn ahoidu alujo Boiaq xeho fhudomq
Život je krásny Ráno múdrejšie večera Slovensko je krásna krajina,Vzmfk av bipjep Ipef douivanzv mvhvir Jcfmvejbf av bipjer birazer
Život je krásny,Jnaty oj pwdxsd
Kde bolo tam bolo,Uno lyvy dkw lyvy
Slovensko je krásna krajina Život je krásny,Exahqzewa vq wdkezm wdmvuzm Quhaf vq wdkezk
Život je krásny,Osfyd to ubicxi
Život je krásny,Jnaty oj pwdxsd
Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám,Lnghes vhwqmgw gnt tlxh ouxahogc mzu Rsapgk jwfhalsea g jwnkzajejui
V našej záhrade rastú krásne kvety Ráno múdrejšie večera,H zmiqv lktdmpq dmefj wdkezq whqfk Dkza yjpdqviuq hqcqdm
Slovensko je krásna krajina Dobrý deň prajem,Mfipyhmei dy elsmhu eludchu Xivlu xyr jludyg
Príliš žlťučký kôň úpäl ďábelské ódy,Xzstqe hticysi szf fxjt agjmtaso ylg
Všetko najlepšie k narodeninám Láska hory prenáša,Ghpevz yluwpahtp v ylczopytyjx Wjdvl szcj acpyjhl
Bez práce nie sú koláče Všetko najlepšie k narodeninám,Ilg wyfjl upl ze rvsfxl Cdlarv uhqslwdpl r uhyvklupuft
Ráno múdrejšie večera Láska hory prenáša,Wdst rciwjobnj ajvjwf Qdxpf mtwd uwjsdbf
Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy,Jqfg epvjwboaw nwiwjs Hjcdao rdsmics cjp phtd kqtwdkcy ivq
Ráno múdrejšie večera,Dkza yjpdqviuq hqcqdm
Dobrý deň prajem Život je krásny,Ozmcl opi aclupx Ptgze up vcjdyj
Ráno múdrejšie večera Kde bolo tam bolo,Cjyz xiocpuhtp gpbpcl Vop mzwz elx mzwz
Kde bolo tam bolo Ráno múdrejšie večera Láska hory prenáša,Dwx uheh mtf uheh Krgh fqwkxcpbx oxjxkt Erldt ahkr ikxgrpt
Život je krásny Bez práce nie sú koláče Láska hory prenáša,Uylej zu ahoido Rup fhosu dyu in aebogu Boiaq xeho fhudomq
Všetko najlepšie k narodeninám,Xygvmq pclngrykg m pctqfgpkpao
Kde bolo tam bolo V našej záhrade rastú krásne kvety,Hab ylil qxj ylil S kxtbg wveoxab oxpqu hovpkb hsbqv
Kde bolo tam bolo,Ngh eror wdp eror
Slovensko je krásna krajina,Qjmtclqim hc ipwqly ipyhgly
Slovensko je krásna krajina Láska hory prenáša,Unqxgpumq lg mtaupc mtclkpc Naumc jqta rtgpayc
Život je krásny Dobrý deň prajem Kde bolo tam bolo,Txkdi yt zgnhcn Sdqgp stm egpytb Zst qdad ipb qdad
Bez práce nie sú koláče,Mpk acjnp ytp di vzwjbp
Slovensko je krásna krajina Život je krásny,Xqtajsxpt oj pwdxsf pwfonsf Jnaty oj pwdxsd
Príliš žlťučký kôň úpäl ďábelské ódy,Zbuvsg jvkeauk ubh hzlv cilovcuq ani
Bez práce nie sú koláče,Twr hjquw faw kp cgdqiw
Príliš žlťučký kôň úpäl ďábelské ódy Slovensko je krásna krajina Život je krásny,Ikdebp setnjdt dkq qiue lruxeldz jwr Lehoxgldh cx dkrlgt dktcbgt Xbohm cx dkrlgr
Láska hory prenáša,Tgasi pwzg xzmvgei
Život je krásny Kde bolo tam bolo,Bfslq gb hovpkv Hab ylil qxj ylil
Život je krásny Bez práce nie sú koláče Ráno múdrejšie večera,Wangl bw cjqkfq Twr hjquw faw kp cgdqiw Jqfg epvjwboaw nwiwjs
Dobrý deň prajem Kde bolo tam bolo,Yjwmv yzs kmvezh Fyz wjgj ovh wjgj
Všetko najlepšie k narodeninám,Ghpevz yluwpahtp v ylczopytyjx
Bez práce nie sú koláče Ráno múdrejšie večera,Cfa qszdf ojf ty lpmzrf Szop nyesfkxjf wfrfsb
V našej záhrade rastú krásne kvety,D viemr hgpzilm ziabf szgavm sdmbg
Príliš žlťučký kôň úpäl ďábelské ódy Kde bolo tam bolo Láska hory prenáša,Rtmnky bncwsmc mtz zrdn uadgnumi sfa Mfg dqnq vco dqnq Naumc jqta rtgpayc
Dobrý deň prajem Život je krásny Bez práce nie sú koláče,Juhxg jkd vxgpks Kobuz pk qxeyte Hkf vxeik tok yd qurewk
Život je krásny Príliš žlťučký kôň úpäl ďábelské ódy,Gkxqv lg mtaupa Rtmnky bncwsmc mtz zrdn uadgnumi sfa
Láska hory prenáša V našej záhrade rastú krásne kvety,Dqkcs zgjq hjwfqos N fsowb rqzjsvw jsklp cjqkfw cnwlq
Život je krásny Všetko najlepšie k narodeninám Bez práce nie sú koláče,Uylej zu ahoido Lmujae dqzbufmyu a dqhetudydoc Rup fhosu dyu in aebogu
Ráno múdrejšie večera,Cjyz xiocpuhtp gpbpcl
Príliš žlťučký kôň úpäl ďábelské ódy,Xzstqe hticysi szf fxjt agjmtaso ylg
Kde bolo tam bolo Slovensko je krásna krajina V našej záhrade rastú krásne kvety,Pij gtqt yfr gtqt Xqtajsxpt oj pwdxsf pwfonsf A sfbjo edmwfij wfxyc pwdxsj pajyd
Kde bolo tam bolo Všetko najlepšie k narodeninám,Slm jwtw biu jwtw Dembsw virtmxeqm s vizwlmvqvgu
V našej záhrade rastú krásne kvety Kde bolo tam bolo Dobrý deň prajem,G ylhpu kjsclop cldei vcjdyp vgpej Vop mzwz elx mzwz Ozmcl opi aclupx
Kde bolo tam bolo Ráno múdrejšie večera Slovensko je krásna krajina,Slm jwtw biu jwtw Zgvw uflzmreqm dmymzi Atwdmvasw rm szgavi szirqvi
Kde bolo tam bolo,Lef cpmp ubn cpmp
Príliš žlťučký kôň úpäl ďábelské ódy Slovensko je krásna krajina,Fhabym pbqkgaq ahn nfrb iorubiaw gto Ibeludiae zu ahoidq ahqzydq
Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy,Huogw dknu lnajusw Lnghes vhwqmgw gnt tlxh ouxahogc mzu
Láska hory prenáša,Reyqg nuxe vxktecg
Kde bolo tam bolo,Zst qdad ipb qdad
Príliš žlťučký kôň úpäl ďábelské ódy,Oqjkhv ykztpjz jqw woak rxadkrjf pcx
Dobrý deň prajem V našej záhrade rastú krásne kvety Ráno múdrejšie večera,Fqdtc fgz rtclgo X pcygl bajtcfg tcuvz mtaupg mxgva Tapq ozftglykg xgsgtc
Dobrý deň prajem V našej záhrade rastú krásne kvety Ráno múdrejšie večera,Epcsb efy qsbkfn W obxfk azisbef sbtuy lsztof lwfuz Szop nyesfkxjf wfrfsb
Dobrý deň prajem Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy,Vgtjs vwp hjsbwe Kdgnwfkcg bw cjqkfs cjsbafs Hjcdao rdsmics cjp phtd kqtwdkcy ivq
Ráno múdrejšie večera Kde bolo tam bolo Slovensko je krásna krajina,Tapq ozftglykg xgsgtc Mfg dqnq vco dqnq Unqxgpumq lg mtaupc mtclkpc
Bez práce nie sú koláče Láska hory prenáša Príliš žlťučký kôň úpäl ďábelské ódy,Uxs ikrvx gbx lq dherjx Erldt ahkr ikxgrpt Ikdebp setnjdt dkq qiue lruxeldz jwr
Kde bolo tam bolo V našej záhrade rastú krásne kvety,Qjk huru zgs huru B tgckp fenxgjk xgyzd qxeytk qbkze
Príliš žlťučký kôň úpäl ďábelské ódy,Yaturf iujdztj tag gyku bhknubtp zmh
V našej záhrade rastú krásne kvety,N fsowb rqzjsvw jsklp cjqkfw cnwlq
Bez práce nie sú koláče Príliš žlťučký kôň úpäl ďábelské ódy,Qto egnrt cxt hm zdanft Egzaxl oapjfzp zgm meqa hnqtahzv fsn
Dobrý deň prajem Bez práce nie sú koláče,Sdqgp stm egpytb Qto egnrt cxt hm zdanft
Príliš žlťučký kôň úpäl ďábelské ódy Život je krásny Láska hory prenáša,Yaturf iujdztj tag gyku bhknubtp zmh Nrexc sn tahbwh Uhbtj qxah yanwhfj
Láska hory prenáša,Anhzp wdgn egtcnlp
Ráno múdrejšie večera Slovensko je krásna krajina,Mtij hsymzerdz qzlzmv Ngjqzinfj ez fmtniv fmvediv
Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy,Stbqhl kxgibmtfb h kxolabkfkvj Mohift wixrnhx hou umyi pvybiphd nav
Všetko najlepšie k narodeninám,Dembsw virtmxeqm s vizwlmvqvgu
Ráno múdrejšie večera Bez práce nie sú koláče Dobrý deň prajem,Dkza yjpdqviuq hqcqdm Nql bdkoq zuq ej waxkcq Pandm pqj bdmvqy
Dobrý deň prajem Príliš žlťučký kôň úpäl ďábelské ódy,Nylbk noh zbktow Zbuvsg jvkeauk ubh hzlv cilovcuq ani
V našej záhrade rastú krásne kvety,M ernva qpyiruv irjko bipjev bmvkp
Láska hory prenáša V našej záhrade rastú krásne kvety Slovensko je krásna krajina,Gtnfv cjmt kmzitrv Q ivrze utcmvyz mvnos fmtniz fqzot Ngjqzinfj ez fmtniv fmvediv
Ráno múdrejšie večera,Xetu sdjxkpcok bkwkxg
Život je krásny,Dhuns id jqxrmx
Dobrý deň prajem,Terhq tun fhqzuc
Kde bolo tam bolo,Atu rebe jqc rebe
V našej záhrade rastú krásne kvety,O gtpxc sraktwx ktlmq dkrlgx doxmr
Dobrý deň prajem,Mxkaj mng yajsnv
Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy,Hab ylil qxj ylil Mohift wixrnhx hou umyi pvybiphd nav
Bez práce nie sú koláče,Nql bdkoq zuq ej waxkcq
Ráno múdrejšie večera V našej záhrade rastú krásne kvety,Vcrs qbhvinami ziuive Z reain dclvehi vewxb ovcwri ozixc
V našej záhrade rastú krásne kvety Príliš žlťučký kôň úpäl ďábelské ódy Ráno múdrejšie večera,J boksx nmvfors foghl yfmgbs yjshm Dfyzwk nzoieyo yfl ldpz gmpszgyu erm Fmbc alrfsxkws jsesfo
Láska hory prenáša Kde bolo tam bolo,Wjdvl szcj acpyjhl Vop mzwz elx mzwz
Dobrý deň prajem Láska hory prenáša,Ufsir uvo giravd Cpjbr yfip givepnr
Všetko najlepšie k narodeninám Bez práce nie sú koláče,Ghpevz yluwpahtp v ylczopytyjx Mpk acjnp ytp di vzwjbp
Ráno múdrejšie večera Príliš žlťučký kôň úpäl ďábelské ódy Všetko najlepšie k narodeninám,Ipef douivanzv mvhvir Gibczn qcrlhbr bio ogsc jpsvcjbx hup Mnvkbf eracvgnzv b erifuvezepd
V našej záhrade rastú krásne kvety,T lyuch xwfpybc pyqrv ipwqlc itcrw
Kde bolo tam bolo,Wpq naxa fmy naxa
Dobrý deň prajem,Zkxnw zat lnwfai
Život je krásny Všetko najlepšie k narodeninám,Fjwpu kf lsztoz Wxfulp obkmfqxjf l obspefojozn
Všetko najlepšie k narodeninám V našej záhrade rastú krásne kvety Život je krásny,Tucrim lyhjcnugc i lypmbclglwk T lyuch xwfpybc pyqrv ipwqlc itcrw Cgtmr hc ipwqlw
Láska hory prenáša Všetko najlepšie k narodeninám,Obvnd krub suhqbzd Yzhwnr qdmohszlh n qdurghqlqbp
Láska hory prenáša Slovensko je krásna krajina,Xkewm tadk bdqzkim Exahqzewa vq wdkezm wdmvuzm
Slovensko je krásna krajina Dobrý deň prajem,Atwdmvasw rm szgavi szirqvi Lwjzi lmf xzirmu
Život je krásny,Quhaf vq wdkezk
Ráno múdrejšie večera V našej záhrade rastú krásne kvety Kde bolo tam bolo,Wdst rciwjobnj ajvjwf A sfbjo edmwfij wfxyc pwdxsj pajyd Pij gtqt yfr gtqt
Kde bolo tam bolo,Dwx uheh mtf uheh
Ráno múdrejšie večera,Zgvw uflzmreqm dmymzi
Bez práce nie sú koláče Kde bolo tam bolo,Cfa qszdf ojf ty lpmzrf Lef cpmp ubn cpmp
Láska hory prenáša V našej záhrade rastú krásne kvety Ráno múdrejšie večera,Huogw dknu lnajusw R jwsaf vudnwza nwopt gnuoja grapu Nujk itznafsea ramanw
Slovensko je krásna krajina,Jcfmvejbf av bipjer birazer
Príliš žlťučký kôň úpäl ďábelské ódy Dobrý deň prajem,Hjcdao rdsmics cjp phtd kqtwdkcy ivq Vgtjs vwp hjsbwe
Kde bolo tam bolo Príliš žlťučký kôň úpäl ďábelské ódy,Yrs pczc hoa pczc Dfyzwk nzoieyo yfl ldpz gmpszgyu erm
Všetko najlepšie k narodeninám Dobrý deň prajem,Tucrim lyhjcnugc i lypmbclglwk Bmzpy bcv npyhck
Bez práce nie sú koláče Príliš žlťučký kôň úpäl ďábelské ódy Ráno múdrejšie večera,Jmh xzgkm vqm af swtgym Xzstqe hticysi szf fxjt agjmtaso ylg Zgvw uflzmreqm dmymzi
Všetko najlepšie k narodeninám Príliš žlťučký kôň úpäl ďábelské ódy,Zaixos renpitami o revshirmrcq Tvopma dpeyuoe ovb btfp wcfipwok uhc
Bez práce nie sú koláče,Psn dfmqs bws gl yczmes
Dobrý deň prajem,Zkxnw zat lnwfai
Bez práce nie sú koláče Slovensko je krásna krajina,Uxs ikrvx gbx lq dherjx Lehoxgldh cx dkrlgt dktcbgt
Bez práce nie sú koláče Láska hory prenáša,Mpk acjnp ytp di vzwjbp Wjdvl szcj acpyjhl
Dobrý deň prajem Bez práce nie sú koláče Všetko najlepšie k narodeninám,Pandm pqj bdmvqy Nql bdkoq zuq ej waxkcq Hiqfwa zmvxqbiuq w zmdapqzuzky
Život je krásny Láska hory prenáša Kde bolo tam bolo,Hlyrw mh nubvqb Obvnd krub suhqbzd Ngh eror wdp eror
Ráno múdrejšie večera Život je krásny Slovensko je krásna krajina,Ubqr paguhmzlh yhthud Hlyrw mh nubvqb Voryhqvnr mh nubvqd nudmlqd
Slovensko je krásna krajina Všetko najlepšie k narodeninám,Ngjqzinfj ez fmtniv fmvediv Qrzofj ivegzkrdz f ivmjyzidith
Ráno múdrejšie večera,Mtij hsymzerdz qzlzmv
V našej záhrade rastú krásne kvety Dobrý deň prajem,C uhdlq gfoyhkl yhzae ryfzul rclaf Kviyh kle wyhqlt
Dobrý deň prajem Bez práce nie sú koláče Ráno múdrejšie večera,Hsfve hib tveniq Fid tvcgi rmi wb ospcui Vcrs qbhvinami ziuive
Ráno múdrejšie večera,Vcrs qbhvinami ziuive
Príliš žlťučký kôň úpäl ďábelské ódy Bez práce nie sú koláče,Dfyzwk nzoieyo yfl ldpz gmpszgyu erm Psn dfmqs bws gl yczmes
Láska hory prenáša Slovensko je krásna krajina Príliš žlťučký kôň úpäl ďábelské ódy,Obvnd krub suhqbzd Voryhqvnr mh nubvqd nudmlqd Sunolz codxtnd nua aseo vbehovnj tgb
Láska hory prenáša V našej záhrade rastú krásne kvety,Qdxpf mtwd uwjsdbf A sfbjo edmwfij wfxyc pwdxsj pajyd
Všetko najlepšie k narodeninám Dobrý deň prajem,Tucrim lyhjcnugc i lypmbclglwk Bmzpy bcv npyhck
Život je krásny V našej záhrade rastú krásne kvety,Nrexc sn tahbwh E wjfns ihqajmn ajbcg tahbwn tench
